Gene/proteinID	Brown et al. 2014 ID	Description of gene/protein product	Proposed gene name	condition	nmol/gDCW	SD	mM	logSD
CAETHG_RS11285	CAETHG_2292	Isoleucyl-tRNA synthetase	IARS	CO	11.3	2.5	0.00465108	0.21860120549831016
CAETHG_RS11285	CAETHG_2292	Isoleucyl-tRNA synthetase	IARS	High-H2 CO	6.9	2.6	0.00284004	0.3643757784916581
CAETHG_RS11285	CAETHG_2292	Isoleucyl-tRNA synthetase	IARS	Syngas	8.9	1.6	0.0036632399999999995	0.1783476231904914
CAETHG_RS11290	CAETHG_2293	transcriptional regulator, LacI family	lacI	CO	16.0	2.3	0.0065856	0.1430155835115816
CAETHG_RS11290	CAETHG_2293	transcriptional regulator, LacI family	lacI	High-H2 CO	12.6	2.7	0.0051861599999999996	0.21188515735626917
CAETHG_RS11290	CAETHG_2293	transcriptional regulator, LacI family	lacI	Syngas	20.4	1.7	0.008396639999999999	0.08318919908602172
CAETHG_RS11320	CAETHG_2299	UPF0272 protein	larC	CO	1.5	0.3	0.0006173999999999998	0.1980422004353651
CAETHG_RS11320	CAETHG_2299	UPF0272 protein	larC	High-H2 CO	0.5	0.2	0.0002058	0.38525317015992666
CAETHG_RS11320	CAETHG_2299	UPF0272 protein	larC	Syngas	0.5	0.1	0.0002058	0.1980422004353651
CAETHG_RS11325	CAETHG_2300	Radical SAM domain protein	RS11325	CO	6.4	1.5	0.0026342399999999995	0.2312487172128517
CAETHG_RS11325	CAETHG_2300	Radical SAM domain protein	RS11325	High-H2 CO	5.8	2.3	0.0023872799999999994	0.38216400473830214
CAETHG_RS11325	CAETHG_2300	Radical SAM domain protein	RS11325	Syngas	4.4	1.0	0.0018110399999999999	0.224417267236483
CAETHG_RS11430	CAETHG_2323	protein of unknown function DUF1934	RS11430	CO	1.3	0.5	0.00053508	0.3714289220567708
CAETHG_RS11430	CAETHG_2323	protein of unknown function DUF1934	RS11430	High-H2 CO	0.4	0.4	0.00016463999999999997	0.8325546111576977
CAETHG_RS11430	CAETHG_2323	protein of unknown function DUF1934	RS11430	Syngas	1.9	0.3	0.0007820399999999999	0.1569236989921828
CAETHG_RS11440	CAETHG_2325	CTP synthase	pyrG	CO	5.5	0.7	0.0022637999999999994	0.1267617987944293
CAETHG_RS11440	CAETHG_2325	CTP synthase	pyrG	High-H2 CO	3.9	0.9	0.0016052399999999997	0.2277824298953098
CAETHG_RS11440	CAETHG_2325	CTP synthase	pyrG	Syngas	4.4	0.6	0.0018110399999999999	0.13573602073900098
CAETHG_RS11450	CAETHG_2327	transcription termination factor Rho	rho	CO	3.8	0.5	0.0015640799999999998	0.13101471948260535
CAETHG_RS11450	CAETHG_2327	transcription termination factor Rho	rho	High-H2 CO	3.5	0.5	0.0014405999999999998	0.14213622802621248
CAETHG_RS11450	CAETHG_2327	transcription termination factor Rho	rho	Syngas	3.6	0.7	0.00148176	0.19264323274830955
CAETHG_RS11470	CAETHG_2331	Peptide chain release factor 1	prfA	CO	4.9	0.6	0.0020168399999999998	0.12199367772123712
CAETHG_RS11470	CAETHG_2331	Peptide chain release factor 1	prfA	High-H2 CO	3.2	1.6	0.0013171199999999997	0.47238072707743883
CAETHG_RS11470	CAETHG_2331	Peptide chain release factor 1	prfA	Syngas	3.5	0.6	0.0014405999999999998	0.17018875693209617
CAETHG_RS11485	CAETHG_2334	Sua5/YciO/YrdC/YwlC family protein	tsaC2	CO	2.8	0.6	0.00115248	0.21188515735626917
CAETHG_RS11485	CAETHG_2334	Sua5/YciO/YrdC/YwlC family protein	tsaC2	High-H2 CO	1.4	1.1	0.00057624	0.6933881414090981
CAETHG_RS11485	CAETHG_2334	Sua5/YciO/YrdC/YwlC family protein	tsaC2	Syngas	2.5	0.2	0.0010289999999999997	0.07987244183095311
CAETHG_RS11490	CAETHG_2335	protein tyrosine phosphatase	RS11490	CO				
CAETHG_RS11490	CAETHG_2335	protein tyrosine phosphatase	RS11490	High-H2 CO				
CAETHG_RS11490	CAETHG_2335	protein tyrosine phosphatase	RS11490	Syngas	2.1	0.4	0.0008643599999999999	0.18878166078133404
CAETHG_RS11495	CAETHG_2336	sugar-phosphate isomerase, RpiB/LacA/LacB famil	rpiB	CO	1.9	0.4	0.0007820399999999999	0.20824799906632924
CAETHG_RS11495	CAETHG_2336	sugar-phosphate isomerase, RpiB/LacA/LacB famil	rpiB	High-H2 CO				
CAETHG_RS11495	CAETHG_2336	sugar-phosphate isomerase, RpiB/LacA/LacB famil	rpiB	Syngas				
CAETHG_RS11500	CAETHG_2337	Uracil phosphoribosyl transferase	upp	CO	25.7	3.8	0.010578119999999998	0.14706120490760652
CAETHG_RS11500	CAETHG_2337	Uracil phosphoribosyl transferase	upp	High-H2 CO	13.7	4.1	0.0056389199999999995	0.2928759290462396
CAETHG_RS11500	CAETHG_2337	Uracil phosphoribosyl transferase	upp	Syngas	25.2	2.0	0.010372319999999999	0.0792405274635093
CAETHG_RS11515	CAETHG_2341	UDP-N-acetylglucosamine 2-epimerase	wecB	CO	2.3	0.3	0.0009466799999999998	0.12988505804550798
CAETHG_RS11515	CAETHG_2341	UDP-N-acetylglucosamine 2-epimerase	wecB	High-H2 CO	1.1	0.6	0.00045275999999999997	0.5103481750252145
CAETHG_RS11515	CAETHG_2341	UDP-N-acetylglucosamine 2-epimerase	wecB	Syngas	1.2	0.3	0.0004939199999999999	0.24622067706923975
CAETHG_RS11525	CAETHG_2343	ATP synthase subunit a	atpB	CO	2.7	0.5	0.0011113199999999998	0.18362634886992105
CAETHG_RS11525	CAETHG_2343	ATP synthase subunit a	atpB	High-H2 CO	1.0	0.6	0.0004116	0.5545130293761911
CAETHG_RS11525	CAETHG_2343	ATP synthase subunit a	atpB	Syngas	3.1	0.6	0.0012759599999999998	0.1917716376098038
CAETHG_RS11535	CAETHG_2345	ATP synthase subunit b	atpF	CO	16.7	4.1	0.006873719999999999	0.24192558362647942
CAETHG_RS11535	CAETHG_2345	ATP synthase subunit b	atpF	High-H2 CO	15.2	3.9	0.006256319999999999	0.25250034524280734
CAETHG_RS11535	CAETHG_2345	ATP synthase subunit b	atpF	Syngas	19.8	2.7	0.00814968	0.13573602073900098
CAETHG_RS11540	CAETHG_2346	ATP synthase subunit delta	atpH	CO	4.3	1.0	0.0017698799999999995	0.2295026538418149
CAETHG_RS11540	CAETHG_2346	ATP synthase subunit delta	atpH	High-H2 CO	3.6	1.0	0.00148176	0.2726323649350856
CAETHG_RS11540	CAETHG_2346	ATP synthase subunit delta	atpH	Syngas	6.5	0.3	0.0026753999999999997	0.04612929550227464
CAETHG_RS11550	CAETHG_2348	ATP synthase gamma chain	atpG	CO	6.5	0.5	0.0026753999999999997	0.07680964865945113
CAETHG_RS11550	CAETHG_2348	ATP synthase gamma chain	atpG	High-H2 CO	3.3	1.3	0.00135828	0.3798201078503156
CAETHG_RS11550	CAETHG_2348	ATP synthase gamma chain	atpG	Syngas	4.3	1.2	0.0017698799999999995	0.2738541378647945
CAETHG_RS11555	CAETHG_2349	ATP synthase subunit beta	atpD	CO	52.9	7.6	0.02177364	0.1429341378713281
CAETHG_RS11555	CAETHG_2349	ATP synthase subunit beta	atpD	High-H2 CO	49.3	6.1	0.020291879999999995	0.12326256375619209
CAETHG_RS11555	CAETHG_2349	ATP synthase subunit beta	atpD	Syngas	83.2	4.5	0.03424512	0.05404704545373761
CAETHG_RS11590	CAETHG_2356	cell shape determining protein, MreB/Mrl family	mreB	CO	6.3	1.4	0.0025930799999999998	0.21954977070786863
CAETHG_RS11590	CAETHG_2356	cell shape determining protein, MreB/Mrl family	mreB	High-H2 CO	7.8	1.4	0.0032104799999999995	0.17806629687580122
CAETHG_RS11590	CAETHG_2356	cell shape determining protein, MreB/Mrl family	mreB	Syngas	6.6	0.9	0.00271656	0.13573602073900098
CAETHG_RS11625	CAETHG_2358	S-adenosylmethionine synthase	metK2	CO	29.5	3.1	0.0121422	0.10479636069688669
CAETHG_RS11625	CAETHG_2358	S-adenosylmethionine synthase	metK2	High-H2 CO	16.9	3.3	0.006956039999999998	0.19344243221104457
CAETHG_RS11625	CAETHG_2358	S-adenosylmethionine synthase	metK2	Syngas	23.8	2.8	0.00979608	0.11724299938433483
CAETHG_RS11645	CAETHG_2363	sigma 54 modulation protein/ribosomal protein S	yhbH	CO	0.5	0.5	0.0002058	0.8325546111576977
CAETHG_RS11645	CAETHG_2363	sigma 54 modulation protein/ribosomal protein S	yhbH	High-H2 CO				
CAETHG_RS11645	CAETHG_2363	sigma 54 modulation protein/ribosomal protein S	yhbH	Syngas				
CAETHG_RS11650	CAETHG_2364		secA	CO	11.6	1.7	0.004774559999999999	0.14577386043669396
CAETHG_RS11650	CAETHG_2364		secA	High-H2 CO	8.4	2.1	0.0034574399999999996	0.24622067706923975
CAETHG_RS11650	CAETHG_2364		secA	Syngas	9.7	1.3	0.003992519999999999	0.13342460003983178
CAETHG_RS11665	CAETHG_2367	Glutamate dehydrogenase (NADP(+))	gdhA	CO	16.3	2.2	0.006709079999999999	0.134360642457702
CAETHG_RS11665	CAETHG_2367	Glutamate dehydrogenase (NADP(+))	gdhA	High-H2 CO	15.6	1.8	0.006420959999999999	0.11500331394903844
CAETHG_RS11665	CAETHG_2367	Glutamate dehydrogenase (NADP(+))	gdhA	Syngas	16.8	2.5	0.006914879999999999	0.14799544075384422
CAETHG_RS11675	CAETHG_2369	Tex-like protein	tex	CO	0.8	0.4	0.00032927999999999994	0.47238072707743883
CAETHG_RS11675	CAETHG_2369	Tex-like protein	tex	High-H2 CO	0.7	0.6	0.00028812	0.7421798692902482
CAETHG_RS11675	CAETHG_2369	Tex-like protein	tex	Syngas	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS11700	CAETHG_2375	Protein of unknown function DUF2225	K09766_2	CO	3.0	0.7	0.0012347999999999997	0.23024776933906912
CAETHG_RS11700	CAETHG_2375	Protein of unknown function DUF2225	K09766_2	High-H2 CO	1.3	1.0	0.00053508	0.6817717100897965
CAETHG_RS11700	CAETHG_2375	Protein of unknown function DUF2225	K09766_2	Syngas	4.0	0.7	0.0016464	0.17368193438503096
CAETHG_RS11705	CAETHG_2376	RelA/SpoT domain protein	E2.7.6.5X3	CO	1.7	0.6	0.0006997199999999998	0.34263463662815125
CAETHG_RS11705	CAETHG_2376	RelA/SpoT domain protein	E2.7.6.5X3	High-H2 CO	0.5	0.0	0.0002058	0.0
CAETHG_RS11705	CAETHG_2376	RelA/SpoT domain protein	E2.7.6.5X3	Syngas	0.5	0.1	0.0002058	0.1980422004353651
CAETHG_RS11710	CAETHG_2377	leucyl-tRNA synthetase class Ia	LARS	CO	5.7	1.1	0.0023461199999999993	0.19122104402315973
CAETHG_RS11710	CAETHG_2377	leucyl-tRNA synthetase class Ia	LARS	High-H2 CO	5.4	1.4	0.0022226399999999997	0.255054488628868
CAETHG_RS11710	CAETHG_2377	leucyl-tRNA synthetase class Ia	LARS	Syngas	3.3	1.0	0.00135828	0.2963996858261178
CAETHG_RS11725	CAETHG_2379	heat shock protein DnaJ domain protein	dnaJ	CO				
CAETHG_RS11725	CAETHG_2379	heat shock protein DnaJ domain protein	dnaJ	High-H2 CO				
CAETHG_RS11725	CAETHG_2379	heat shock protein DnaJ domain protein	dnaJ	Syngas	0.5	0.1	0.0002058	0.1980422004353651
CAETHG_RS11735	CAETHG_2381	adenylate cyclase	cyaB	CO	1.2	1.1	0.0004939199999999999	0.7809715272724235
CAETHG_RS11735	CAETHG_2381	adenylate cyclase	cyaB	High-H2 CO	0.2	0.1	8.231999999999998e-05	0.47238072707743883
CAETHG_RS11735	CAETHG_2381	adenylate cyclase	cyaB	Syngas				
CAETHG_RS11740	CAETHG_2382	fructose-1,6-bisphosphate aldolase, class II	FBA2	CO	18.4	1.5	0.007573439999999998	0.08138678036263743
CAETHG_RS11740	CAETHG_2382	fructose-1,6-bisphosphate aldolase, class II	FBA2	High-H2 CO	14.2	1.8	0.0058447199999999986	0.12625574314398424
CAETHG_RS11740	CAETHG_2382	fructose-1,6-bisphosphate aldolase, class II	FBA2	Syngas	18.1	2.3	0.00744996	0.1265632965650751
CAETHG_RS11755	CAETHG_2385	phosphoribulokinase/uridine kinase	udk	CO	2.2	0.3	0.0009055199999999999	0.13573602073900098
CAETHG_RS11755	CAETHG_2385	phosphoribulokinase/uridine kinase	udk	High-H2 CO	1.7	1.1	0.0006997199999999998	0.5913801413523465
CAETHG_RS11755	CAETHG_2385	phosphoribulokinase/uridine kinase	udk	Syngas	1.0	0.3	0.0004116	0.293560379208524
CAETHG_RS11765	CAETHG_2387	1-(5-phosphoribosyl)-5-amino-4-imidazole- carbo	larB	CO	9.0	0.6	0.0037043999999999996	0.06659277038737595
CAETHG_RS11765	CAETHG_2387	1-(5-phosphoribosyl)-5-amino-4-imidazole- carbo	larB	High-H2 CO	9.2	2.1	0.003786719999999999	0.2253686793360635
CAETHG_RS11765	CAETHG_2387	1-(5-phosphoribosyl)-5-amino-4-imidazole- carbo	larB	Syngas	15.3	3.0	0.00629748	0.1942320476748471
CAETHG_RS11775	CAETHG_2389	Quinolinate phosphoribosyl transferase	nadC2	CO	1.4	0.2	0.00057624	0.14213622802621248
CAETHG_RS11775	CAETHG_2389	Quinolinate phosphoribosyl transferase	nadC2	High-H2 CO	0.6	0.3	0.00024695999999999995	0.47238072707743883
CAETHG_RS11775	CAETHG_2389	Quinolinate phosphoribosyl transferase	nadC2	Syngas	0.9	0.2	0.00037044	0.21954977070786863
CAETHG_RS11780	CAETHG_2390	molybdopterin binding domain-containing protein	RS11780	CO	2.1	0.2	0.0008643599999999999	0.09502319042946389
CAETHG_RS11780	CAETHG_2390	molybdopterin binding domain-containing protein	RS11780	High-H2 CO	0.8	0.2	0.00032927999999999994	0.24622067706923975
CAETHG_RS11780	CAETHG_2390	molybdopterin binding domain-containing protein	RS11780	Syngas	2.2	0.4	0.0009055199999999999	0.18034187452047828
CAETHG_RS11785	CAETHG_2391	2-oxopent-4-enoate hydratase	mhpD	CO	17.4	1.9	0.007161839999999999	0.10887198631741017
CAETHG_RS11785	CAETHG_2391	2-oxopent-4-enoate hydratase	mhpD	High-H2 CO	8.7	1.5	0.0035809199999999996	0.17115270546937614
CAETHG_RS11785	CAETHG_2391	2-oxopent-4-enoate hydratase	mhpD	Syngas	13.2	1.2	0.00543312	0.09072209839127093
CAETHG_RS11790	CAETHG_2392	4Fe-4S ferredoxin iron-sulfur binding domain-co	RS11790	CO	15.4	2.3	0.006338639999999999	0.1485277237157908
CAETHG_RS11790	CAETHG_2392	4Fe-4S ferredoxin iron-sulfur binding domain-co	RS11790	High-H2 CO	8.6	2.2	0.003539759999999999	0.25177090845629746
CAETHG_RS11790	CAETHG_2392	4Fe-4S ferredoxin iron-sulfur binding domain-co	RS11790	Syngas	14.1	2.1	0.005803559999999998	0.148120023256446
CAETHG_RS11795	CAETHG_2393		RS11795	CO	9.9	1.5	0.00407484	0.15065622308510493
CAETHG_RS11795	CAETHG_2393		RS11795	High-H2 CO	6.7	1.4	0.0027577199999999995	0.20672676626549932
CAETHG_RS11795	CAETHG_2393		RS11795	Syngas	7.3	1.6	0.0030046799999999996	0.21661216310844333
CAETHG_RS11805	CAETHG_2396	transcriptional regulator, IclR family	kdgR3	CO	3.5	0.2	0.0014405999999999998	0.05709629223695266
CAETHG_RS11805	CAETHG_2396	transcriptional regulator, IclR family	kdgR3	High-H2 CO	1.9	0.2	0.0007820399999999999	0.10497330731957757
CAETHG_RS11805	CAETHG_2396	transcriptional regulator, IclR family	kdgR3	Syngas	4.4	1.0	0.0018110399999999999	0.224417267236483
CAETHG_RS11810	CAETHG_2397	Conserved hypothetical protein CHP00268	larE2	CO	1.3	0.2	0.00053508	0.15294730979884993
CAETHG_RS11810	CAETHG_2397	Conserved hypothetical protein CHP00268	larE2	High-H2 CO	0.8	0.3	0.00032927999999999994	0.36273455554815737
CAETHG_RS11810	CAETHG_2397	Conserved hypothetical protein CHP00268	larE2	Syngas	1.1	0.2	0.00045275999999999997	0.18034187452047828
CAETHG_RS11815	CAETHG_2398	Dihydrodipicolinate synthase	yjhH3	CO	5.1	5.9	0.0020991599999999997	0.9216493925504744
CAETHG_RS11815	CAETHG_2398	Dihydrodipicolinate synthase	yjhH3	High-H2 CO	3.5	4.7	0.0014405999999999998	1.0152757844441054
CAETHG_RS11815	CAETHG_2398	Dihydrodipicolinate synthase	yjhH3	Syngas	2.5	1.4	0.0010289999999999997	0.5222752719744892
CAETHG_RS11825	CAETHG_2401	anti-sigma-factor antagonist	rsbV	CO	0.7	0.6	0.00028812	0.7421798692902482
CAETHG_RS11825	CAETHG_2401	anti-sigma-factor antagonist	rsbV	High-H2 CO	0.1	0.1	4.115999999999999e-05	0.8325546111576977
CAETHG_RS11825	CAETHG_2401	anti-sigma-factor antagonist	rsbV	Syngas	0.6	0.0	0.00024695999999999995	0.0
CAETHG_RS11830	CAETHG_2402	methyl-accepting chemotaxis sensory transducer	mcp15	CO	3.0	0.2	0.0012347999999999997	0.06659277038737595
CAETHG_RS11830	CAETHG_2402	methyl-accepting chemotaxis sensory transducer	mcp15	High-H2 CO	2.3	0.7	0.0009466799999999998	0.29763305732743817
CAETHG_RS11830	CAETHG_2402	methyl-accepting chemotaxis sensory transducer	mcp15	Syngas	3.5	0.5	0.0014405999999999998	0.14213622802621248
CAETHG_RS11865	CAETHG_2409	Conserved hypothetical protein CHP00147	dagK	CO	2.4	0.3	0.0009878399999999998	0.1245158083777528
CAETHG_RS11865	CAETHG_2409	Conserved hypothetical protein CHP00147	dagK	High-H2 CO	1.2	0.8	0.0004939199999999999	0.6064031498312963
CAETHG_RS11865	CAETHG_2409	Conserved hypothetical protein CHP00147	dagK	Syngas	1.6	0.5	0.0006585599999999999	0.30524944693509815
CAETHG_RS11900	CAETHG_2416	ADP/ATP-dependent (S)-NAD(P)H-hydrate dehydrata	nnr	CO	0.9	0.1	0.00037044	0.11077044999373434
CAETHG_RS11900	CAETHG_2416	ADP/ATP-dependent (S)-NAD(P)H-hydrate dehydrata	nnr	High-H2 CO				
CAETHG_RS11900	CAETHG_2416	ADP/ATP-dependent (S)-NAD(P)H-hydrate dehydrata	nnr	Syngas	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS11920	CAETHG_2420	Transketolase	tktA3	CO	7.2	1.4	0.00296352	0.19264323274830955
CAETHG_RS11920	CAETHG_2420	Transketolase	tktA3	High-H2 CO				
CAETHG_RS11920	CAETHG_2420	Transketolase	tktA3	Syngas	8.8	1.5	0.0036220799999999997	0.16923552948874307
CAETHG_RS11925	CAETHG_2421	1-deoxy-D-xylulose-5-phosphate synthase	tktA4	CO	10.0	0.8	0.004115999999999999	0.07987244183095311
CAETHG_RS11925	CAETHG_2421	1-deoxy-D-xylulose-5-phosphate synthase	tktA4	High-H2 CO	7.0	2.3	0.0028811999999999996	0.3201870544021622
CAETHG_RS11925	CAETHG_2421	1-deoxy-D-xylulose-5-phosphate synthase	tktA4	Syngas	12.2	1.5	0.005021519999999999	0.12248992723211126
CAETHG_RS11930	CAETHG_2422	cell division ATP-binding protein FtsE	ftsE	CO	3.4	0.4	0.0013994399999999996	0.11724299938433483
CAETHG_RS11930	CAETHG_2422	cell division ATP-binding protein FtsE	ftsE	High-H2 CO	3.0	1.9	0.0012347999999999997	0.5807457039364208
CAETHG_RS11930	CAETHG_2422	cell division ATP-binding protein FtsE	ftsE	Syngas	6.0	1.1	0.0024695999999999993	0.18182025162896748
CAETHG_RS11935	CAETHG_2423	protein of unknown function DUF214	ftsX	CO	3.5	2.0	0.0014405999999999998	0.531570288658998
CAETHG_RS11935	CAETHG_2423	protein of unknown function DUF214	ftsX	High-H2 CO	2.5	1.2	0.0010289999999999997	0.45534527533427027
CAETHG_RS11935	CAETHG_2423	protein of unknown function DUF214	ftsX	Syngas	4.8	0.6	0.0019756799999999996	0.1245158083777528
CAETHG_RS11940	CAETHG_2424	carboxyl-terminal protease	prc	CO	0.7	0.2	0.00028812	0.2801278555258211
CAETHG_RS11940	CAETHG_2424	carboxyl-terminal protease	prc	High-H2 CO				
CAETHG_RS11940	CAETHG_2424	carboxyl-terminal protease	prc	Syngas	0.6	0.1	0.00024695999999999995	0.16552635496534787
CAETHG_RS11950	CAETHG_2426	UvrABC system protein B	uvrB	CO	1.2	0.5	0.0004939199999999999	0.40010675493807013
CAETHG_RS11950	CAETHG_2426	UvrABC system protein B	uvrB	High-H2 CO				
CAETHG_RS11950	CAETHG_2426	UvrABC system protein B	uvrB	Syngas	0.9	0.4	0.00037044	0.4245725189304461
CAETHG_RS11955	CAETHG_2427	UvrABC system protein A	uvrA	CO	2.9	0.4	0.0011936399999999997	0.13728167621657203
CAETHG_RS11955	CAETHG_2427	UvrABC system protein A	uvrA	High-H2 CO	2.0	0.7	0.0008232	0.3399387307063912
CAETHG_RS11955	CAETHG_2427	UvrABC system protein A	uvrA	Syngas	1.3	0.7	0.00053508	0.5045754134577065
CAETHG_RS11960	CAETHG_2428	FHA domain containing protein	RS11960	CO	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS11960	CAETHG_2428	FHA domain containing protein	RS11960	High-H2 CO				
CAETHG_RS11960	CAETHG_2428	FHA domain containing protein	RS11960	Syngas				
CAETHG_RS11980	CAETHG_2432	UvrABC system protein C	uvrC	CO	1.1	0.3	0.00045275999999999997	0.2678505270833741
CAETHG_RS11980	CAETHG_2432	UvrABC system protein C	uvrC	High-H2 CO				
CAETHG_RS11980	CAETHG_2432	UvrABC system protein C	uvrC	Syngas	0.3	0.0	0.00012347999999999998	0.0
CAETHG_RS11985	CAETHG_2433	UDP-N-acetylenolpyruvoylglucosamine reductase	murB	CO	3.2	0.4	0.0013171199999999997	0.1245158083777528
CAETHG_RS11985	CAETHG_2433	UDP-N-acetylenolpyruvoylglucosamine reductase	murB	High-H2 CO	2.3	0.9	0.0009466799999999998	0.37745267956269385
CAETHG_RS11985	CAETHG_2433	UDP-N-acetylenolpyruvoylglucosamine reductase	murB	Syngas	3.1	0.8	0.0012759599999999998	0.2539162905412256
CAETHG_RS11990	CAETHG_2434	UPF0042 nucleotide-binding protein yhbJ	rapZ	CO	1.7	0.8	0.0006997199999999998	0.4472598448562811
CAETHG_RS11990	CAETHG_2434	UPF0042 nucleotide-binding protein yhbJ	rapZ	High-H2 CO				
CAETHG_RS11990	CAETHG_2434	UPF0042 nucleotide-binding protein yhbJ	rapZ	Syngas	2.0	0.5	0.0008232	0.24622067706923975
CAETHG_RS12005	CAETHG_2437	putative signal transduction protein with CBS a	RS12005	CO	1.6	0.2	0.0006585599999999999	0.1245158083777528
CAETHG_RS12005	CAETHG_2437	putative signal transduction protein with CBS a	RS12005	High-H2 CO	0.5	0.2	0.0002058	0.38525317015992666
CAETHG_RS12005	CAETHG_2437	putative signal transduction protein with CBS a	RS12005	Syngas	0.6	0.2	0.00024695999999999995	0.32459284597450133
CAETHG_RS12015	CAETHG_2439	6-phosphofructokinase	pfkA2	CO	13.7	4.0	0.0056389199999999995	0.28602021704398906
CAETHG_RS12015	CAETHG_2439	6-phosphofructokinase	pfkA2	High-H2 CO	20.1	6.1	0.00827316	0.2968231580209954
CAETHG_RS12015	CAETHG_2439	6-phosphofructokinase	pfkA2	Syngas	21.3	3.3	0.008767079999999998	0.15401177291339857
CAETHG_RS12085	CAETHG_2454	methyl-accepting chemotaxis sensory transducer	mcp16	CO	1.8	0.2	0.00074088	0.11077044999373434
CAETHG_RS12085	CAETHG_2454	methyl-accepting chemotaxis sensory transducer	mcp16	High-H2 CO	1.5	0.5	0.0006173999999999998	0.32459284597450133
CAETHG_RS12085	CAETHG_2454	methyl-accepting chemotaxis sensory transducer	mcp16	Syngas	2.1	0.3	0.0008643599999999999	0.14213622802621248
CAETHG_RS12100	CAETHG_2457	methyl-accepting chemotaxis sensory transducer	mcp17	CO	13.2	6.3	0.00543312	0.45300684268967895
CAETHG_RS12100	CAETHG_2457	methyl-accepting chemotaxis sensory transducer	mcp17	High-H2 CO	7.7	1.3	0.0031693199999999993	0.16764630577746822
CAETHG_RS12100	CAETHG_2457	methyl-accepting chemotaxis sensory transducer	mcp17	Syngas	11.8	1.2	0.00485688	0.10143344942642768
CAETHG_RS12105	CAETHG_2458	glycosyl transferase family 2	gtrB2	CO	0.4	0.1	0.00016463999999999997	0.24622067706923975
CAETHG_RS12105	CAETHG_2458	glycosyl transferase family 2	gtrB2	High-H2 CO				
CAETHG_RS12105	CAETHG_2458	glycosyl transferase family 2	gtrB2	Syngas	0.4	0.1	0.00016463999999999997	0.24622067706923975
CAETHG_RS12150	CAETHG_2468	nitrogen regulatory protein P-II	glnB2	CO	3.1	0.8	0.0012759599999999998	0.2539162905412256
CAETHG_RS12150	CAETHG_2468	nitrogen regulatory protein P-II	glnB2	High-H2 CO	1.6	0.4	0.0006585599999999999	0.24622067706923975
CAETHG_RS12150	CAETHG_2468	nitrogen regulatory protein P-II	glnB2	Syngas	2.4	0.2	0.0009878399999999998	0.08318919908602172
CAETHG_RS12200	CAETHG_2478	Malate dehydrogenase (oxaloacetate-decarboxylat	ME2_4	CO	4.1	0.3	0.0016875599999999996	0.07307307649540704
CAETHG_RS12200	CAETHG_2478	Malate dehydrogenase (oxaloacetate-decarboxylat	ME2_4	High-H2 CO	2.0	1.0	0.0008232	0.47238072707743883
CAETHG_RS12200	CAETHG_2478	Malate dehydrogenase (oxaloacetate-decarboxylat	ME2_4	Syngas	4.8	1.2	0.0019756799999999996	0.24622067706923975
CAETHG_RS12220	CAETHG_2482	Citryl-CoA lyase	citE4	CO				
CAETHG_RS12220	CAETHG_2482	Citryl-CoA lyase	citE4	High-H2 CO				
CAETHG_RS12220	CAETHG_2482	Citryl-CoA lyase	citE4	Syngas	0.4	0.1	0.00016463999999999997	0.24622067706923975
CAETHG_RS12225	CAETHG_2483	citrate lyase, alpha subunit	citF4	CO	0.9	0.2	0.00037044	0.21954977070786863
CAETHG_RS12225	CAETHG_2483	citrate lyase, alpha subunit	citF4	High-H2 CO				
CAETHG_RS12225	CAETHG_2483	citrate lyase, alpha subunit	citF4	Syngas	0.5	0.1	0.0002058	0.1980422004353651
CAETHG_RS12275	CAETHG_2493	HAD-superfamily hydrolase, subfamily IA, varian	gph	CO	1.2	0.3	0.0004939199999999999	0.24622067706923975
CAETHG_RS12275	CAETHG_2493	HAD-superfamily hydrolase, subfamily IA, varian	gph	High-H2 CO				
CAETHG_RS12275	CAETHG_2493	HAD-superfamily hydrolase, subfamily IA, varian	gph	Syngas	0.7	0.1	0.00028812	0.14213622802621248
CAETHG_RS12330	CAETHG_2504	transcriptional regulator, MarR family	RS12330	CO	0.3	0.1	0.00012347999999999998	0.32459284597450133
CAETHG_RS12330	CAETHG_2504	transcriptional regulator, MarR family	RS12330	High-H2 CO				
CAETHG_RS12330	CAETHG_2504	transcriptional regulator, MarR family	RS12330	Syngas	0.1	0.0	4.115999999999999e-05	0.0
CAETHG_RS12355	CAETHG_2510	Carbamoyl-phosphate synthase large subunit glut	carB	CO	5.7	0.4	0.0023461199999999993	0.07008927194250976
CAETHG_RS12355	CAETHG_2510	Carbamoyl-phosphate synthase large subunit glut	carB	High-H2 CO	7.4	2.5	0.0030458399999999993	0.3287518589202394
CAETHG_RS12355	CAETHG_2510	Carbamoyl-phosphate synthase large subunit glut	carB	Syngas	4.9	1.2	0.0020168399999999998	0.24134069852258636
CAETHG_RS12360	CAETHG_2511	amidohydrolase	RS12360	CO	1.6	0.7	0.0006585599999999999	0.41849054006972386
CAETHG_RS12360	CAETHG_2511	amidohydrolase	RS12360	High-H2 CO	1.4	1.0	0.00057624	0.6420629214442641
CAETHG_RS12360	CAETHG_2511	amidohydrolase	RS12360	Syngas	0.7	0.6	0.00028812	0.7421798692902482
